53.6301728,-6.2687995,40574.00,3
52.1676378,-8.326837405,40574.00,3
53.8049665,-8.8587527,40574.00,2
53.3176,-6.28769,40575.00,3
53.285509,-6.2712803,40575.00,4
53.3357165,-6.5501904,40575.00,3
53.3178,-6.27689,40575.00,3
53.08113239,-6.776187325,40575.00,4
51.9354438,-8.3888167,40575.00,3
53.2897674,-6.2468587,40575.00,2
53.4019687,-6.4400638,40575.00,4
53.3812726,-6.2067541,40575.00,4
53.2899114,-6.1317229,40575.00,2
53.3577782,-6.2735076,40575.00,1
53.2929512,-6.2320161,40575.00,4
53.3474387,-6.4215517,40575.00,3
51.90609112,-8.458789077,40575.00,2
53.3658487,-6.2729168,40575.00,3
53.5714858,-6.1120462,40575.00,3
53.3201589,-6.2947453,40575.00,3
53.3416613,-6.4245129,40575.00,3
53.3476156,-6.2662132,40575.00,2
53.3355,-6.52728,40575.00,3
53.3519143,-6.4388861,40575.00,3
53.3438093,-6.5517419,40575.00,4
53.387744,-6.2320928,40575.00,3
52.1669567,-7.1659827,40576.00,3
52.1490274,-7.1641374,40576.00,4
52.4080708,-8.505504727,40576.00,3
52.6524449,-8.6253577,40576.00,3
52.6703846,-8.5794548,40576.00,5
53.3207197,-6.208274,40576.00,3
52.1600333,-7.2293472,40576.00,5
52.1692007,-7.1352875,40576.00,3
52.62889532,-8.478012085,40576.00,4
52.6653457,-8.5914139,40576.00,6
52.7112798,-8.4056492,40576.00,2
52.1706418,-7.1566916,40576.00,4
52.1597701,-7.155447,40576.00,5
52.1658775,-7.147969,40576.00,4
52.541812,-8.7913774,40576.00,3
52.1621131,-7.1684933,40576.00,3
52.6412616,-8.8685567,40576.00,3
53.30635452,-6.252322674,40576.00,4
52.683995,-8.360236,40576.00,4
52.36912753,-8.464708328,40576.00,4
52.5713612,-8.5918849,40576.00,2
52.65614013,-8.629267216,40576.00,4
52.3773879,-8.3545602,40576.00,3
52.6138031,-8.3417478,40576.00,4
53.362684,-6.249506,40576.00,2
53.3913888,-6.2406539,40576.00,3
